"TimeGenerated","Computer","EventID","Account","LogonType","IpAddress","IpPort","TargetUserName","TargetDomainName","Status","SubStatus","FailureReason","ProcessName","ShareName","RelativeTargetName","AccessMask"
"2025-11-02T21:10:05.5792153Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51245","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:05.5791733Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:05.5791051Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:05.5080254Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51244","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:05.5079685Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:05.5078803Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:05.4230272Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51243","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:05.4229839Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:05.4229095Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:09:54.0992282Z","vm-db-1","4624","vm-db-1\azureadmin","3","10.0.1.4","51239","azureadmin","vm-db-1","","","","-","","",""
"2025-11-02T21:09:54.0991756Z","vm-db-1","4672","vm-db-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:09:54.0991031Z","vm-db-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:09:54.0935648Z","vm-db-1","4624","vm-db-1\azureadmin","3","10.0.1.4","51241","azureadmin","vm-db-1","","","","-","","",""
"2025-11-02T21:09:54.0935249Z","vm-db-1","4672","vm-db-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:09:54.093455Z","vm-db-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:09:54.0224332Z","vm-db-1","4624","vm-db-1\azureadmin","3","10.0.1.4","51240","azureadmin","vm-db-1","","","","-","","",""
